2024-06-03 09:38:15,780 ERROR   wandb-upload_2:11448 [internal_api.py:upload_file():2742] upload_file response body: 
2024-06-03 09:38:16,159 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-03 09:38:16,160 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: poll_exit
2024-06-03 09:38:17,160 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-03 09:38:17,161 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: poll_exit
2024-06-03 09:38:18,162 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-03 09:38:18,163 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: poll_exit
2024-06-03 09:38:18,164 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 09:38:18,513 ERROR   wandb-upload_1:11448 [internal_api.py:upload_file():2738] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/jyzzzzzz/baidu_relation/c6mru4xt/config.yaml?Expires=1717465073&GoogleAccessId=gorilla-files-url-signer-man%40wandb-production.iam.gserviceaccount.com&Signature=YnU%2B%2Bh%2BFrBraNeYxKL3kBO%2FlpQglWlMCUJdj0wq6d6bTNPfkEOzSFqe0D15lH8HVUvCbMYpqIU8IwrlI8UV5Q3NGC1WRlmmm3UyMpUeTxPwfjkTjGQcDfATtXog7R9H6lSSInLG0sWHrTxhUZxzhUFRwD7lM3msYvC6VKAlrCNtTHb2gTETZYCC1OmEXY63VfKdfHXCsduz19fWNYxRFAbGZLGaPEVPJDsfuwFGkmx6yWOvgS23OFcvSt%2B5f59YxZnNS5wVtF5jTIflDf2oEx8YHvmgB4iTV4AB8lsnzsbEH9DGMd4I2lm%2Fgd0OwHaM1JbUEuwwJxW3ShrUN7rEW4w%3D%3D: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))
2024-06-03 09:38:18,514 ERROR   wandb-upload_1:11448 [internal_api.py:upload_file():2740] upload_file request headers: {'User-Agent': 'python-requests/2.26.0', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '1342'}
2024-06-03 09:38:18,514 ERROR   wandb-upload_1:11448 [internal_api.py:upload_file():2742] upload_file response body: 
2024-06-03 09:38:19,176 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-03 09:38:19,177 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: poll_exit
2024-06-03 09:38:20,187 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
